Cnode ID, Thread ID,execution,mpi,comp
0,0,95.8185,6.84754,88.9709
0,1,95.8194,6.53842,89.281
0,2,95.815,6.86462,88.9503
0,3,95.8198,7.49338,88.3264
0,4,95.8111,6.80929,89.0018
0,5,95.8113,7.0065,88.8048
0,6,95.8121,6.49597,89.3161
0,7,95.8141,6.75041,89.0636
0,8,95.8087,6.80427,89.0044
0,9,95.809,6.5104,89.2986
0,10,95.8091,6.27832,89.5307
0,11,95.8105,6.59734,89.2132
0,12,95.8175,6.24701,89.5705
0,13,95.8155,6.42481,89.3907
0,14,95.8198,5.77349,90.0463
0,15,95.8188,5.50913,90.3097
0,16,95.821,5.35121,90.4698
0,17,95.8198,6.00016,89.8196
0,18,95.828,4.53836,91.2896
0,19,95.8267,4.8945,90.9322
0,20,95.827,4.72421,91.1028
0,21,95.828,4.82216,91.0059
0,22,95.8285,5.00894,90.8195
0,23,95.8284,5.04509,90.7833
1,0,8.87477,0,8.87477
1,1,9.02083,0,9.02083
1,2,8.94102,0,8.94102
1,3,9.07751,0,9.07751
1,4,9.38407,0,9.38407
1,5,9.50566,0,9.50566
1,6,9.22847,0,9.22847
1,7,9.46996,0,9.46996
1,8,9.17108,0,9.17108
1,9,9.20225,0,9.20225
1,10,9.00478,0,9.00478
1,11,9.17728,0,9.17728
1,12,8.98191,0,8.98191
1,13,9.21287,0,9.21287
1,14,8.82211,0,8.82211
1,15,8.99972,0,8.99972
1,16,8.73347,0,8.73347
1,17,8.90812,0,8.90812
1,18,8.54408,0,8.54408
1,19,8.69777,0,8.69777
1,20,8.65506,0,8.65506
1,21,8.84444,0,8.84444
1,22,8.66006,0,8.66006
1,23,8.82417,0,8.82417
2,0,74.4049,6.05708,68.3478
2,1,74.2803,5.70578,68.5746
2,2,74.368,6.01639,68.3516
2,3,74.1195,6.61326,67.5063
2,4,73.7242,5.75715,67.9671
2,5,73.4878,5.95572,67.5321
2,6,73.6727,5.4799,68.1928
2,7,73.3367,5.73076,67.6059
2,8,73.6442,5.83131,67.8129
2,9,73.5783,5.60027,67.978
2,10,73.9257,5.38733,68.5383
2,11,73.7596,5.73314,68.0265
2,12,73.6882,5.37988,68.3084
2,13,73.583,5.53201,68.051
2,14,74.2172,4.98236,69.2349
2,15,74.0122,4.77271,69.2395
2,16,74.3884,4.60793,69.7805
2,17,73.9456,5.21887,68.7267
2,18,74.7449,4.05241,70.6925
2,19,74.5255,4.4139,70.1116
2,20,74.7793,4.26719,70.5121
2,21,74.1713,4.34088,69.8305
2,22,74.7759,4.53254,70.2434
2,23,74.5605,4.60917,69.9513
7,0,1.4992,0,1.4992
7,1,1.55263,0,1.55263
7,2,1.50154,0,1.50154
7,3,1.55133,0,1.55133
7,4,1.7577,0,1.7577
7,5,1.75775,0,1.75775
7,6,1.71989,0,1.71989
7,7,1.79869,0,1.79869
7,8,1.74195,0,1.74195
7,9,1.78698,0,1.78698
7,10,1.67547,0,1.67547
7,11,1.67374,0,1.67374
7,12,1.61862,0,1.61862
7,13,1.70311,0,1.70311
7,14,1.52969,0,1.52969
7,15,1.52203,0,1.52203
7,16,1.48671,0,1.48671
7,17,1.54936,0,1.54936
7,18,1.40648,0,1.40648
7,19,1.41634,0,1.41634
7,20,1.40653,0,1.40653
7,21,1.53023,0,1.53023
7,22,1.3957,0,1.3957
7,23,1.42298,0,1.42298
8,0,1.82051,0.790458,1.03005
8,1,1.85306,0.832636,1.02042
8,2,1.84345,0.848225,0.995226
8,3,1.87019,0.880123,0.990069
8,4,1.99318,1.05214,0.941032
8,5,1.97166,1.05079,0.920873
8,6,1.97775,1.01607,0.961674
8,7,1.96149,1.01965,0.941841
8,8,1.92173,0.972957,0.948771
8,9,1.85426,0.910123,0.944138
8,10,1.87896,0.890992,0.98797
8,11,1.82736,0.864195,0.963167
8,12,1.84796,0.867129,0.980829
8,13,1.84626,0.892799,0.953458
8,14,1.83207,0.791122,1.04095
8,15,1.75601,0.736415,1.0196
8,16,1.78915,0.743282,1.04587
8,17,1.83692,0.781292,1.05562
8,18,1.59276,0.485952,1.10681
8,19,1.574,0.480596,1.09341
8,20,1.55653,0.457018,1.09951
8,21,1.57711,0.481284,1.09583
8,22,1.56895,0.476397,1.09255
8,23,1.54325,0.435914,1.10733
16,0,3.07411,0,3.07411
16,1,3.08564,0,3.08564
16,2,3.01455,0,3.01455
16,3,3.09746,0,3.09746
16,4,2.96387,0,2.96387
16,5,3.06382,0,3.06382
16,6,3.07457,0,3.07457
16,7,3.17655,0,3.17655
16,8,3.1058,0,3.1058
16,9,3.18608,0,3.18608
16,10,3.06711,0,3.06711
16,11,3.16405,0,3.16405
16,12,3.21779,0,3.21779
16,13,3.24715,0,3.24715
16,14,3.0717,0,3.0717
16,15,3.20037,0,3.20037
16,16,3.04833,0,3.04833
16,17,3.21205,0,3.21205
16,18,3.06519,0,3.06519
16,19,3.21776,0,3.21776
16,20,3.0746,0,3.0746
16,21,3.32081,0,3.32081
16,22,3.07025,0,3.07025
16,23,3.16615,0,3.16615
17,0,0.812832,0,0.812832
17,1,0.803635,0,0.803635
17,2,0.800739,0,0.800739
17,3,0.794551,0,0.794551
17,4,0.810242,0,0.810242
17,5,0.807477,0,0.807477
17,6,0.814621,0,0.814621
17,7,0.801547,0,0.801547
17,8,0.825236,0,0.825236
17,9,0.819384,0,0.819384
17,10,0.81874,0,0.81874
17,11,0.81097,0,0.81097
17,12,0.824648,0,0.824648
17,13,0.807281,0,0.807281
17,14,0.82114,0,0.82114
17,15,0.807606,0,0.807606
17,16,0.815802,0,0.815802
17,17,0.817049,0,0.817049
17,18,0.828182,0,0.828182
17,19,0.801936,0,0.801936
17,20,0.814479,0,0.814479
17,21,0.81023,0,0.81023
17,22,0.81969,0,0.81969
17,23,0.808204,0,0.808204
18,0,0.303423,0,0.303423
18,1,0.24031,0,0.24031
18,2,0.2986,0,0.2986
18,3,0.270172,0,0.270172
18,4,0.273691,0,0.273691
18,5,0.220551,0,0.220551
18,6,0.288624,0,0.288624
18,7,0.245498,0,0.245498
18,8,0.28499,0,0.28499
18,9,0.283176,0,0.283176
18,10,0.319401,0,0.319401
18,11,0.253179,0,0.253179
18,12,0.293411,0,0.293411
18,13,0.235883,0,0.235883
18,14,0.286844,0,0.286844
18,15,0.231958,0,0.231958
18,16,0.30466,0,0.30466
18,17,0.254148,0,0.254148
18,18,0.325096,0,0.325096
18,19,0.274619,0,0.274619
18,20,0.305044,0,0.305044
18,21,0.256113,0,0.256113
18,22,0.307365,0,0.307365
18,23,0.26633,0,0.26633
19,0,5.01626,0,5.01626
19,1,4.97131,0,4.97131
19,2,5.03482,0,5.03482
19,3,5.02694,0,5.02694
19,4,4.89276,0,4.89276
19,5,4.9846,0,4.9846
19,6,5.02324,0,5.02324
19,7,5.01167,0,5.01167
19,8,5.10165,0,5.10165
19,9,5.0864,0,5.0864
19,10,5.10747,0,5.10747
19,11,5.13307,0,5.13307
19,12,5.33211,0,5.33211
19,13,5.16747,0,5.16747
19,14,5.22857,0,5.22857
19,15,5.27665,0,5.27665
19,16,5.24425,0,5.24425
19,17,5.28486,0,5.28486
19,18,5.30978,0,5.30978
19,19,5.30816,0,5.30816
19,20,5.22497,0,5.22497
19,21,5.30512,0,5.30512
19,22,5.21951,0,5.21951
19,23,5.22588,0,5.22588
