Cnode ID, Thread ID,execution,mpi,comp
0,0,331.814,43.8632,287.951
0,1,331.817,31.9758,299.841
0,2,331.815,34.4261,297.389
0,3,331.793,37.3339,294.459
0,4,331.768,82.6604,249.108
0,5,331.659,84.5185,247.141
0,6,331.544,87.4293,244.114
0,7,331.416,92.5616,238.854
0,8,331.823,30.227,301.596
0,9,331.832,20.0457,311.786
0,10,331.825,20.3671,311.458
0,11,331.814,21.8316,309.982
0,12,331.781,75.2981,256.483
0,13,331.663,76.1083,255.555
0,14,331.555,79.6556,251.899
0,15,331.421,86.1782,245.243
0,16,331.838,27.4916,304.346
0,17,331.845,15.1892,316.656
0,18,331.843,14.7065,317.136
0,19,331.832,16.9056,314.927
0,20,331.79,71.2968,260.493
0,21,331.672,76.9033,254.768
0,22,331.565,80.2571,251.308
0,23,331.419,84.3048,247.114
0,24,331.829,40.2865,291.542
0,25,331.837,29.9998,301.838
0,26,331.839,24.2268,307.612
0,27,331.829,30.066,301.763
0,28,331.785,81.0109,250.774
0,29,331.663,88.2829,243.381
0,30,331.557,90.0421,241.515
0,31,331.407,92.5593,238.848
0,32,331.821,36.9236,294.898
0,33,331.826,31.9694,299.857
0,34,331.826,28.0623,303.764
0,35,331.801,34.2885,297.513
0,36,331.781,80.6782,251.102
0,37,331.664,89.2979,242.366
0,38,331.555,91.342,240.213
0,39,331.418,94.3181,237.1
0,40,331.831,30.4257,301.406
0,41,331.837,21.0246,310.812
0,42,331.834,20.7372,311.097
0,43,331.83,18.5593,313.271
0,44,331.791,77.2581,254.533
0,45,331.673,79.2055,252.467
0,46,331.565,83.746,247.819
0,47,331.427,86.5028,244.924
0,48,331.83,34.2775,297.553
0,49,331.842,19.6357,312.206
0,50,331.842,17.58,314.262
0,51,331.825,19.7376,312.088
0,52,331.791,75.246,256.545
0,53,331.678,81.4412,250.237
0,54,331.573,84.8435,246.73
0,55,331.425,85.7124,245.713
0,56,331.837,40.5287,291.308
0,57,331.84,27.174,304.666
0,58,331.841,25.8074,306.033
0,59,331.82,28.1627,303.657
0,60,331.785,84.6466,247.138
0,61,331.678,90.3466,241.332
0,62,331.573,91.6499,239.923
0,63,331.415,96.1104,235.304
0,64,331.821,43.5916,288.23
0,65,331.826,33.9454,297.881
0,66,331.828,31.7835,300.044
0,67,331.794,33.3329,298.461
0,68,331.78,84.1646,247.615
0,69,331.67,87.7327,243.938
0,70,331.563,90.6834,240.88
0,71,331.423,94.6193,236.804
0,72,331.825,31.1559,300.669
0,73,331.831,22.7221,309.109
0,74,331.832,21.5234,310.309
0,75,331.815,22.3802,309.435
0,76,331.787,77.0871,254.7
0,77,331.677,77.9404,253.737
0,78,331.572,82.3587,249.213
0,79,331.43,86.1741,245.256
0,80,331.837,30.7485,301.088
0,81,331.84,18.1061,313.733
0,82,331.839,17.1122,314.727
0,83,331.834,19.7958,312.038
0,84,331.792,74.0011,257.791
0,85,331.682,79.2809,252.401
0,86,331.578,84.2817,247.296
0,87,331.433,85.6197,245.813
0,88,331.83,40.3114,291.519
0,89,331.837,22.9153,308.921
0,90,331.835,26.0755,305.76
0,91,331.836,28.3545,303.481
0,92,331.78,82.2487,249.531
0,93,331.681,88.4916,243.189
0,94,331.576,91.2841,240.292
0,95,331.43,94.7884,236.642
0,96,331.819,42.5263,289.293
0,97,331.826,32.16,299.666
0,98,331.822,33.8386,297.983
0,99,331.799,36.0043,295.794
0,100,331.783,83.4296,248.353
0,101,331.664,86.828,244.837
0,102,331.567,90.3433,241.224
0,103,331.425,95.4597,235.965
0,104,331.827,31.135,300.692
0,105,331.835,19.6481,312.187
0,106,331.831,21.5223,310.309
0,107,331.823,22.9281,308.895
0,108,331.791,77.359,254.432
0,109,331.669,77.7034,253.966
0,110,331.572,81.8966,249.676
0,111,331.432,87.1878,244.245
0,112,331.827,29.296,302.531
0,113,331.835,17.9369,313.898
0,114,331.832,19.3648,312.467
0,115,331.817,17.6133,314.203
0,116,331.786,74.601,257.185
0,117,331.668,79.3064,252.361
0,118,331.571,81.9039,249.667
0,119,331.436,86.2306,245.206
0,120,331.829,38.1946,293.635
0,121,331.831,24.2616,307.569
0,122,331.829,25.6836,306.146
0,123,331.814,28.9244,302.89
0,124,331.779,83.5321,248.247
0,125,331.663,90.2204,241.443
0,126,331.568,91.8777,239.69
0,127,331.435,94.5817,236.853
1,0,49.3767,0,49.3767
1,1,47.499,0,47.499
1,2,47.6165,0,47.6165
1,3,48.2808,0,48.2808
1,4,28.0935,0,28.0935
1,5,27.4208,0,27.4208
1,6,24.5886,0,24.5886
1,7,23.1933,0,23.1933
1,8,49.1002,0,49.1002
1,9,46.3962,0,46.3962
1,10,46.5122,0,46.5122
1,11,47.0322,0,47.0322
1,12,27.8807,0,27.8807
1,13,27.5463,0,27.5463
1,14,24.3469,0,24.3469
1,15,23.1464,0,23.1464
1,16,50.2662,0,50.2662
1,17,47.2338,0,47.2338
1,18,47.4024,0,47.4024
1,19,48.1235,0,48.1235
1,20,28.2071,0,28.2071
1,21,25.9368,0,25.9368
1,22,23.9223,0,23.9223
1,23,23.4384,0,23.4384
1,24,51.5665,0,51.5665
1,25,48.9624,0,48.9624
1,26,48.1213,0,48.1213
1,27,49.0334,0,49.0334
1,28,28.1692,0,28.1692
1,29,25.7435,0,25.7435
1,30,23.8041,0,23.8041
1,31,23.4878,0,23.4878
1,32,50.0474,0,50.0474
1,33,47.3667,0,47.3667
1,34,47.6739,0,47.6739
1,35,48.1477,0,48.1477
1,36,28.1375,0,28.1375
1,37,26.3902,0,26.3902
1,38,24.4336,0,24.4336
1,39,23.2268,0,23.2268
1,40,49.0216,0,49.0216
1,41,46.7544,0,46.7544
1,42,46.5984,0,46.5984
1,43,47.1211,0,47.1211
1,44,27.7257,0,27.7257
1,45,26.481,0,26.481
1,46,24.1572,0,24.1572
1,47,23.1667,0,23.1667
1,48,50.6931,0,50.6931
1,49,47.6471,0,47.6471
1,50,46.8406,0,46.8406
1,51,47.413,0,47.413
1,52,27.6211,0,27.6211
1,53,25.6116,0,25.6116
1,54,23.9114,0,23.9114
1,55,23.4598,0,23.4598
1,56,51.0226,0,51.0226
1,57,47.447,0,47.447
1,58,47.4451,0,47.4451
1,59,48.5756,0,48.5756
1,60,27.6503,0,27.6503
1,61,25.438,0,25.438
1,62,23.888,0,23.888
1,63,23.547,0,23.547
1,64,50.6989,0,50.6989
1,65,48.0081,0,48.0081
1,66,47.1055,0,47.1055
1,67,47.6132,0,47.6132
1,68,27.9192,0,27.9192
1,69,26.3488,0,26.3488
1,70,24.4871,0,24.4871
1,71,23.4908,0,23.4908
1,72,49.4041,0,49.4041
1,73,46.5762,0,46.5762
1,74,46.28,0,46.28
1,75,46.6252,0,46.6252
1,76,27.365,0,27.365
1,77,26.3198,0,26.3198
1,78,24.1683,0,24.1683
1,79,23.2274,0,23.2274
1,80,50.3438,0,50.3438
1,81,46.9929,0,46.9929
1,82,46.7605,0,46.7605
1,83,47.5685,0,47.5685
1,84,27.8579,0,27.8579
1,85,26.502,0,26.502
1,86,24.0632,0,24.0632
1,87,23.4901,0,23.4901
1,88,51.3685,0,51.3685
1,89,47.6701,0,47.6701
1,90,47.5589,0,47.5589
1,91,48.6026,0,48.6026
1,92,28.1672,0,28.1672
1,93,26.2376,0,26.2376
